,day,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
4675,18,0,7,17,0,1,1,1,0.84,0.7879,0.49,0.3284,545
4676,18,0,7,18,0,1,1,1,0.82,0.7727,0.49,0.3582,558
4677,18,0,7,19,0,1,1,1,0.8,0.7576,0.55,0.2239,398
4678,18,0,7,20,0,1,1,1,0.78,0.7424,0.59,0.2239,323
4679,18,0,7,21,0,1,1,1,0.74,0.6970000000000001,0.66,0.19399999999999998,202
4680,18,0,7,22,0,1,1,1,0.76,0.7273,0.66,0.2239,140
4681,18,0,7,23,0,1,1,1,0.74,0.6970000000000001,0.66,0.1642,91
4682,19,0,7,0,0,2,1,1,0.74,0.6970000000000001,0.66,0.1045,51
4683,19,0,7,1,0,2,1,2,0.74,0.6970000000000001,0.66,0.1343,13
4684,19,0,7,2,0,2,1,1,0.72,0.6818,0.7,0.1642,13
4685,19,0,7,3,0,2,1,1,0.72,0.6818,0.7,0.1642,3
4686,19,0,7,4,0,2,1,1,0.72,0.6818,0.7,0.1343,5
4687,19,0,7,5,0,2,1,2,0.7,0.6667,0.74,0.1045,19
4688,19,0,7,6,0,2,1,2,0.72,0.6970000000000001,0.74,0.1045,134
4689,19,0,7,7,0,2,1,2,0.74,0.6970000000000001,0.7,0.1642,315
4690,19,0,7,8,0,2,1,2,0.76,0.7273,0.7,0.1642,412
4691,19,0,7,9,0,2,1,2,0.8,0.7879,0.63,0.1343,199
4692,19,0,7,10,0,2,1,2,0.82,0.7879,0.56,0.1642,141
4693,19,0,7,11,0,2,1,1,0.82,0.8029999999999999,0.59,0.0,127
4694,19,0,7,12,0,2,1,1,0.84,0.8182,0.56,0.0896,153
4695,19,0,7,13,0,2,1,1,0.86,0.8333,0.53,0.1045,172
4696,19,0,7,14,0,2,1,1,0.86,0.8182,0.5,0.19399999999999998,152
4697,19,0,7,15,0,2,1,1,0.88,0.8182,0.44,0.19399999999999998,158
4698,19,0,7,16,0,2,1,1,0.9,0.8485,0.42,0.2985,277
4699,19,0,7,17,0,2,1,1,0.8,0.8029999999999999,0.66,0.0,513
4700,19,0,7,18,0,2,1,1,0.8,0.8029999999999999,0.66,0.1343,530
4701,19,0,7,19,0,2,1,1,0.76,0.7424,0.75,0.19399999999999998,388
4702,19,0,7,20,0,2,1,1,0.74,0.7273,0.74,0.0896,277
4703,19,0,7,21,0,2,1,1,0.74,0.7121,0.74,0.1343,241
4704,19,0,7,22,0,2,1,1,0.74,0.7121,0.74,0.0,156
4705,19,0,7,23,0,2,1,3,0.72,0.6970000000000001,0.79,0.1642,92
4706,20,0,7,0,0,3,1,1,0.7,0.6667,0.84,0.1045,40
4707,20,0,7,1,0,3,1,1,0.7,0.6667,0.84,0.0,11
4708,20,0,7,2,0,3,1,1,0.7,0.6667,0.84,0.0,9
4709,20,0,7,3,0,3,1,1,0.7,0.6667,0.84,0.1045,6
4710,20,0,7,4,0,3,1,1,0.68,0.6364,0.83,0.0,4
4711,20,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.1045,23
4712,20,0,7,6,0,3,1,2,0.68,0.6364,0.89,0.1045,116
4713,20,0,7,7,0,3,1,2,0.7,0.6667,0.84,0.1045,303
4714,20,0,7,8,0,3,1,1,0.74,0.7121,0.74,0.0,438
4715,20,0,7,9,0,3,1,1,0.74,0.6970000000000001,0.7,0.0896,209
4716,20,0,7,10,0,3,1,1,0.76,0.7273,0.7,0.0,110
4717,20,0,7,11,0,3,1,1,0.8,0.7879,0.63,0.0896,142
4718,20,0,7,12,0,3,1,1,0.82,0.8029999999999999,0.59,0.0,149
4719,20,0,7,13,0,3,1,1,0.84,0.8182,0.56,0.19399999999999998,120
4720,20,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,127
4721,20,0,7,15,0,3,1,1,0.86,0.8182,0.5,0.1642,138
4722,20,0,7,16,0,3,1,1,0.84,0.8182,0.56,0.0,234
4723,20,0,7,17,0,3,1,1,0.84,0.8333,0.59,0.19399999999999998,455
4724,20,0,7,18,0,3,1,1,0.84,0.8333,0.59,0.2239,497
4725,20,0,7,19,0,3,1,1,0.82,0.8485,0.67,0.1642,382
4726,20,0,7,20,0,3,1,1,0.8,0.8333,0.75,0.2239,309
4727,20,0,7,21,0,3,1,1,0.8,0.8029999999999999,0.66,0.1642,242
4728,20,0,7,22,0,3,1,1,0.78,0.7727,0.7,0.2239,169
4729,20,0,7,23,0,3,1,1,0.76,0.7424,0.75,0.2537,99
4730,21,0,7,0,0,4,1,2,0.76,0.7424,0.75,0.19399999999999998,42
4731,21,0,7,1,0,4,1,2,0.74,0.7273,0.84,0.2239,21
4732,21,0,7,2,0,4,1,2,0.74,0.7273,0.84,0.2239,6
4733,21,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343,6
4734,21,0,7,4,0,4,1,2,0.72,0.7121,0.84,0.1045,4
4735,21,0,7,5,0,4,1,2,0.72,0.7121,0.84,0.1045,18
4736,21,0,7,6,0,4,1,2,0.72,0.7121,0.84,0.1045,117
4737,21,0,7,7,0,4,1,2,0.74,0.7273,0.84,0.1343,274
4738,21,0,7,8,0,4,1,2,0.76,0.7576,0.79,0.1642,381
4739,21,0,7,9,0,4,1,2,0.8,0.8182,0.75,0.2537,200
4740,21,0,7,10,0,4,1,2,0.82,0.8636,0.71,0.2239,78
4741,21,0,7,11,0,4,1,2,0.86,0.8939,0.63,0.2985,106
4742,21,0,7,12,0,4,1,1,0.88,0.8939,0.56,0.3284,135
4743,21,0,7,13,0,4,1,1,0.88,0.8939,0.56,0.2985,102
4744,21,0,7,14,0,4,1,1,0.9,0.8939,0.5,0.3582,147
4745,21,0,7,15,0,4,1,1,0.9,0.9242,0.53,0.2537,133
4746,21,0,7,16,0,4,1,1,0.92,0.9242,0.48,0.2836,210
4747,21,0,7,17,0,4,1,1,0.92,0.9091,0.45,0.2985,414
4748,21,0,7,18,0,4,1,1,0.9,0.8939,0.5,0.2836,382
4749,21,0,7,19,0,4,1,1,0.86,0.9242,0.67,0.2836,284
4750,21,0,7,20,0,4,1,1,0.84,0.8939,0.71,0.2239,237
4751,21,0,7,21,0,4,1,1,0.82,0.8939,0.75,0.2239,225
4752,21,0,7,22,0,4,1,1,0.82,0.8636,0.71,0.1642,149
4753,21,0,7,23,0,4,1,1,0.8,0.8182,0.71,0.1642,113
4754,22,0,7,0,0,5,1,1,0.82,0.8333,0.63,0.1343,60
4755,22,0,7,1,0,5,1,1,0.8,0.7879,0.63,0.0,24
4756,22,0,7,2,0,5,1,1,0.78,0.8029999999999999,0.79,0.1343,14
4757,22,0,7,3,0,5,1,1,0.78,0.7879,0.75,0.1045,7
4758,22,0,7,4,0,5,1,1,0.76,0.7424,0.75,0.1045,13
4759,22,0,7,5,0,5,1,1,0.74,0.7121,0.79,0.1045,19
4760,22,0,7,6,0,5,1,1,0.76,0.7424,0.75,0.0896,96
4761,22,0,7,7,0,5,1,2,0.8,0.8029999999999999,0.66,0.1045,252
4762,22,0,7,8,0,5,1,2,0.84,0.8485,0.63,0.1642,322
4763,22,0,7,9,0,5,1,1,0.86,0.8939,0.63,0.0896,208
4764,22,0,7,10,0,5,1,1,0.9,0.9242,0.53,0.0896,115
4765,22,0,7,11,0,5,1,1,0.9,0.8939,0.5,0.1045,109
4766,22,0,7,12,0,5,1,1,0.94,0.9545,0.48,0.1642,115
4767,22,0,7,13,0,5,1,1,0.94,0.9848,0.51,0.1642,123
4768,22,0,7,14,0,5,1,1,0.96,1.0,0.48,0.2985,101
4769,22,0,7,15,0,5,1,1,0.94,0.9848,0.51,0.2985,133
4770,22,0,7,16,0,5,1,3,0.9,0.8333,0.39,0.2985,182
4771,22,0,7,17,0,5,1,1,0.88,0.8485,0.47,0.1045,306
4772,22,0,7,18,0,5,1,1,0.9,0.8182,0.37,0.1642,284
4773,22,0,7,19,0,5,1,2,0.86,0.7879,0.41,0.1045,250
4774,22,0,7,20,0,5,1,1,0.84,0.8182,0.56,0.0,212
4775,22,0,7,21,0,5,1,1,0.82,0.8029999999999999,0.59,0.0896,190
4776,22,0,7,22,0,5,1,2,0.84,0.7879,0.49,0.0896,149
4777,22,0,7,23,0,5,1,1,0.8,0.7879,0.63,0.19399999999999998,103
4778,23,0,7,0,0,6,0,1,0.82,0.7879,0.56,0.0,101
4779,23,0,7,1,0,6,0,1,0.82,0.7727,0.52,0.1045,70
4780,23,0,7,2,0,6,0,1,0.82,0.7727,0.52,0.0,61
4781,23,0,7,3,0,6,0,1,0.78,0.7576,0.66,0.0896,22
4782,23,0,7,4,0,6,0,1,0.76,0.7273,0.66,0.1045,9
4783,23,0,7,5,0,6,0,1,0.76,0.7121,0.62,0.1343,7
4784,23,0,7,6,0,6,0,1,0.8,0.7424,0.52,0.1343,25
4785,23,0,7,7,0,6,0,1,0.8,0.7424,0.52,0.1045,45
4786,23,0,7,8,0,6,0,1,0.84,0.7879,0.49,0.2537,109
4787,23,0,7,9,0,6,0,1,0.84,0.7879,0.49,0.1642,132
4788,23,0,7,10,0,6,0,1,0.86,0.7879,0.41,0.2239,198
4789,23,0,7,11,0,6,0,1,0.9,0.8182,0.37,0.19399999999999998,216
4790,23,0,7,12,0,6,0,1,0.92,0.8636,0.37,0.1045,235
4791,23,0,7,13,0,6,0,1,0.94,0.8788,0.38,0.1642,245
4792,23,0,7,14,0,6,0,1,0.92,0.8939,0.42,0.0,236
4793,23,0,7,15,0,6,0,1,0.94,0.8788,0.38,0.0,215
4794,23,0,7,16,0,6,0,1,0.94,0.8788,0.38,0.1343,221
4795,23,0,7,17,0,6,0,1,0.94,0.8788,0.38,0.1343,197
4796,23,0,7,18,0,6,0,1,0.92,0.8788,0.4,0.2239,196
4797,23,0,7,19,0,6,0,2,0.82,0.8029999999999999,0.59,0.1343,217
4798,23,0,7,20,0,6,0,1,0.82,0.8029999999999999,0.59,0.2239,145
4799,23,0,7,21,0,6,0,1,0.82,0.8029999999999999,0.59,0.2239,154
4800,23,0,7,22,0,6,0,1,0.8,0.7727,0.59,0.19399999999999998,125
4801,23,0,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,104
4802,24,0,7,0,0,0,0,1,0.8,0.7727,0.59,0.1045,119
4803,24,0,7,1,0,0,0,1,0.78,0.7576,0.66,0.1045,96
4804,24,0,7,2,0,0,0,1,0.8,0.7879,0.63,0.0896,60
4805,24,0,7,3,0,0,0,1,0.8,0.7879,0.63,0.0896,37
4806,24,0,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,6
4807,24,0,7,5,0,0,0,1,0.78,0.7576,0.66,0.0896,8
4808,24,0,7,6,0,0,0,2,0.8,0.7879,0.63,0.0896,22
4809,24,0,7,7,0,0,0,1,0.8,0.7727,0.59,0.1343,35
4810,24,0,7,8,0,0,0,1,0.82,0.7879,0.56,0.2836,104
4811,24,0,7,9,0,0,0,1,0.82,0.7879,0.56,0.3881,154
4812,24,0,7,10,0,0,0,1,0.86,0.8182,0.5,0.3284,226
4813,24,0,7,11,0,0,0,1,0.84,0.8029999999999999,0.53,0.2537,243
4814,24,0,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,246
4815,24,0,7,13,0,0,0,1,0.86,0.8029999999999999,0.47,0.2239,252
4816,24,0,7,14,0,0,0,1,0.86,0.8182,0.5,0.2836,283
4817,24,0,7,15,0,0,0,1,0.9,0.8485,0.42,0.2537,238
4818,24,0,7,16,0,0,0,1,0.9,0.8485,0.42,0.2537,249
4819,24,0,7,17,0,0,0,1,0.9,0.8333,0.39,0.1045,249
4820,24,0,7,18,0,0,0,1,0.88,0.8182,0.42,0.1642,243
4821,24,0,7,19,0,0,0,1,0.86,0.8029999999999999,0.47,0.1642,240
4822,24,0,7,20,0,0,0,1,0.84,0.7879,0.49,0.1642,195
4823,24,0,7,21,0,0,0,1,0.8,0.7879,0.63,0.1343,153
4824,24,0,7,22,0,0,0,1,0.78,0.7576,0.66,0.0,98
4825,24,0,7,23,0,0,0,2,0.76,0.7273,0.7,0.0896,50
4826,25,0,7,0,0,1,1,2,0.76,0.7273,0.7,0.0,34
4827,25,0,7,1,0,1,1,2,0.76,0.7424,0.75,0.0896,12
4828,25,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896,6
4829,25,0,7,3,0,1,1,1,0.74,0.7121,0.79,0.0,4
4830,25,0,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,6
4831,25,0,7,5,0,1,1,1,0.72,0.7121,0.84,0.0896,24
4832,25,0,7,6,0,1,1,2,0.72,0.7121,0.84,0.0896,107
4833,25,0,7,7,0,1,1,2,0.74,0.7121,0.79,0.0,277
4834,25,0,7,8,0,1,1,2,0.76,0.7424,0.75,0.0,387
4835,25,0,7,9,0,1,1,1,0.8,0.8029999999999999,0.66,0.0,135
4836,25,0,7,10,0,1,1,1,0.82,0.8029999999999999,0.59,0.0,84
4837,25,0,7,11,0,1,1,2,0.84,0.8333,0.59,0.19399999999999998,107
4838,25,0,7,12,0,1,1,2,0.84,0.8333,0.59,0.19399999999999998,67
4839,25,0,7,13,0,1,1,2,0.74,0.7121,0.74,0.1343,78
4840,25,0,7,14,0,1,1,2,0.72,0.6970000000000001,0.79,0.19399999999999998,90
4841,25,0,7,15,0,1,1,1,0.7,0.6667,0.84,0.3881,112
4842,25,0,7,16,0,1,1,1,0.7,0.6667,0.84,0.2239,198
4843,25,0,7,17,0,1,1,1,0.72,0.6970000000000001,0.74,0.0,485
4844,25,0,7,18,0,1,1,1,0.74,0.7121,0.74,0.0896,533
4845,25,0,7,19,0,1,1,1,0.74,0.6970000000000001,0.7,0.0896,386
4846,25,0,7,20,0,1,1,1,0.72,0.6970000000000001,0.74,0.1343,302
4847,25,0,7,21,0,1,1,1,0.7,0.6667,0.84,0.0,194
4848,25,0,7,22,0,1,1,1,0.7,0.6667,0.84,0.0,125
4849,25,0,7,23,0,1,1,1,0.7,0.6667,0.84,0.0896,87
4850,26,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1045,28
4851,26,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.1045,12
4852,26,0,7,2,0,2,1,1,0.68,0.6364,0.89,0.1045,7
4853,26,0,7,3,0,2,1,1,0.68,0.6364,0.89,0.1343,4
4854,26,0,7,4,0,2,1,1,0.68,0.6364,0.88,0.1642,6
4855,26,0,7,5,0,2,1,1,0.66,0.5909,0.89,0.0896,27
4856,26,0,7,6,0,2,1,1,0.68,0.6364,0.83,0.2239,110
4857,26,0,7,7,0,2,1,1,0.72,0.6818,0.66,0.2836,318
4858,26,0,7,8,0,2,1,1,0.74,0.6818,0.55,0.19399999999999998,424
4859,26,0,7,9,0,2,1,1,0.76,0.6818,0.4,0.2239,187
4860,26,0,7,10,0,2,1,1,0.8,0.6970000000000001,0.31,0.2239,138
4861,26,0,7,11,0,2,1,1,0.82,0.7121,0.3,0.0,151
4862,26,0,7,12,0,2,1,1,0.84,0.7273,0.28,0.0,147
4863,26,0,7,13,0,2,1,1,0.84,0.7273,0.32,0.2985,182
4864,26,0,7,14,0,2,1,1,0.86,0.7424,0.3,0.2836,147
4865,26,0,7,15,0,2,1,1,0.88,0.7576,0.28,0.3284,163
4866,26,0,7,16,0,2,1,1,0.86,0.7576,0.36,0.2836,254
4867,26,0,7,17,0,2,1,1,0.86,0.7576,0.36,0.3582,537
4868,26,0,7,18,0,2,1,1,0.84,0.7424,0.39,0.3881,546
4869,26,0,7,19,0,2,1,1,0.82,0.7424,0.43,0.2985,398
4870,26,0,7,20,0,2,1,1,0.8,0.7273,0.46,0.2537,290
4871,26,0,7,21,0,2,1,1,0.78,0.7121,0.49,0.2239,267
4872,26,0,7,22,0,2,1,1,0.76,0.6970000000000001,0.55,0.1343,158
4873,26,0,7,23,0,2,1,1,0.76,0.7121,0.58,0.1045,89
4874,27,0,7,0,0,3,1,2,0.78,0.7121,0.52,0.1642,45
4875,27,0,7,1,0,3,1,1,0.78,0.7121,0.49,0.19399999999999998,10
4876,27,0,7,2,0,3,1,1,0.76,0.6970000000000001,0.52,0.2985,6
4877,27,0,7,3,0,3,1,1,0.72,0.6667,0.58,0.1642,4
4878,27,0,7,4,0,3,1,1,0.72,0.6667,0.51,0.19399999999999998,4
4879,27,0,7,5,0,3,1,1,0.7,0.6515,0.54,0.2836,18
4880,27,0,7,6,0,3,1,1,0.7,0.6515,0.54,0.2239,123
4881,27,0,7,7,0,3,1,1,0.72,0.6667,0.48,0.2537,347
4882,27,0,7,8,0,3,1,1,0.74,0.6667,0.42,0.2537,433
4883,27,0,7,9,0,3,1,1,0.76,0.6667,0.35,0.2537,216
4884,27,0,7,10,0,3,1,1,0.78,0.6818,0.33,0.0,114
4885,27,0,7,11,0,3,1,1,0.8,0.6970000000000001,0.31,0.0,136
4886,27,0,7,12,0,3,1,1,0.82,0.7121,0.3,0.2836,169
4887,27,0,7,13,0,3,1,1,0.84,0.7273,0.3,0.3582,180
4888,27,0,7,14,0,3,1,1,0.84,0.7273,0.28,0.2239,127
4889,27,0,7,15,0,3,1,1,0.86,0.7424,0.26,0.2537,140
4890,27,0,7,16,0,3,1,1,0.86,0.7273,0.25,0.1642,268
4891,27,0,7,17,0,3,1,1,0.84,0.7121,0.26,0.2239,572
4892,27,0,7,18,0,3,1,1,0.82,0.7121,0.28,0.1045,541
4893,27,0,7,19,0,3,1,1,0.8,0.6970000000000001,0.29,0.0896,375
4894,27,0,7,20,0,3,1,1,0.76,0.6818,0.45,0.2239,294
4895,27,0,7,21,0,3,1,1,0.74,0.6667,0.48,0.1045,245
4896,27,0,7,22,0,3,1,1,0.72,0.6667,0.48,0.0,180
4897,27,0,7,23,0,3,1,1,0.74,0.6667,0.45,0.0896,109
4898,28,0,7,0,0,4,1,1,0.7,0.6515,0.51,0.1343,45
4899,28,0,7,1,0,4,1,1,0.72,0.6667,0.51,0.0,29
4900,28,0,7,2,0,4,1,1,0.72,0.6667,0.54,0.1045,7
4901,28,0,7,3,0,4,1,1,0.72,0.6667,0.54,0.0,5
4902,28,0,7,4,0,4,1,1,0.7,0.6515,0.61,0.1045,6
4903,28,0,7,5,0,4,1,1,0.7,0.6515,0.65,0.1045,27
4904,28,0,7,6,0,4,1,1,0.7,0.6515,0.7,0.0896,116
4905,28,0,7,7,0,4,1,1,0.72,0.6818,0.7,0.1642,305
4906,28,0,7,8,0,4,1,1,0.74,0.6970000000000001,0.66,0.1642,456
4907,28,0,7,9,0,4,1,1,0.78,0.7424,0.59,0.19399999999999998,210
4908,28,0,7,10,0,4,1,1,0.8,0.7576,0.55,0.2836,116
4909,28,0,7,11,0,4,1,1,0.84,0.8182,0.56,0.2836,154
4910,28,0,7,12,0,4,1,1,0.84,0.8029999999999999,0.53,0.2537,186
4911,28,0,7,13,0,4,1,1,0.86,0.8029999999999999,0.47,0.2537,152
4912,28,0,7,14,0,4,1,2,0.84,0.7879,0.49,0.2537,138
4913,28,0,7,15,0,4,1,1,0.86,0.8182,0.5,0.19399999999999998,146
4914,28,0,7,16,0,4,1,1,0.86,0.8029999999999999,0.47,0.1642,256
4915,28,0,7,17,0,4,1,1,0.84,0.8029999999999999,0.53,0.19399999999999998,468
4916,28,0,7,18,0,4,1,1,0.84,0.8182,0.56,0.2239,483
4917,28,0,7,19,0,4,1,1,0.82,0.8029999999999999,0.59,0.19399999999999998,322
4918,28,0,7,20,0,4,1,1,0.8,0.7879,0.63,0.19399999999999998,270
4919,28,0,7,21,0,4,1,1,0.78,0.7576,0.66,0.2836,196
4920,28,0,7,22,0,4,1,1,0.76,0.7273,0.7,0.2537,174
4921,28,0,7,23,0,4,1,1,0.76,0.7424,0.75,0.19399999999999998,123
4922,29,0,7,0,0,5,1,1,0.74,0.7121,0.79,0.1642,57
4923,29,0,7,1,0,5,1,1,0.74,0.7121,0.79,0.1343,34
4924,29,0,7,2,0,5,1,1,0.74,0.7121,0.79,0.0,13
4925,29,0,7,3,0,5,1,1,0.74,0.7121,0.79,0.0,11
4926,29,0,7,4,0,5,1,1,0.72,0.7121,0.84,0.1343,6
4927,29,0,7,5,0,5,1,1,0.72,0.7121,0.84,0.0,27
4928,29,0,7,6,0,5,1,2,0.72,0.7121,0.84,0.0,90
4929,29,0,7,7,0,5,1,2,0.74,0.7121,0.79,0.0896,254
4930,29,0,7,8,0,5,1,2,0.76,0.7727,0.77,0.0,384
4931,29,0,7,9,0,5,1,1,0.86,0.8029999999999999,0.47,0.2537,179
4932,29,0,7,10,0,5,1,1,0.9,0.8485,0.42,0.2836,106
4933,29,0,7,11,0,5,1,1,0.92,0.8788,0.4,0.2985,161
4934,29,0,7,12,0,5,1,1,0.96,0.8636,0.31,0.2836,135
4935,29,0,7,13,0,5,1,1,0.94,0.8333,0.31,0.0,156
4936,29,0,7,14,0,5,1,1,0.96,0.8636,0.3,0.2239,148
4937,29,0,7,15,0,5,1,1,0.96,0.8636,0.3,0.2537,169
4938,29,0,7,16,0,5,1,1,0.96,0.8636,0.3,0.3881,233
4939,29,0,7,17,0,5,1,1,0.96,0.8636,0.3,0.2985,421
4940,29,0,7,18,0,5,1,1,0.92,0.8636,0.37,0.3284,362
4941,29,0,7,19,0,5,1,1,0.9,0.8485,0.42,0.2239,241
4942,29,0,7,20,0,5,1,1,0.86,0.7879,0.41,0.3284,206
4943,29,0,7,21,0,5,1,1,0.82,0.7576,0.46,0.1642,163
4944,29,0,7,22,0,5,1,1,0.8,0.7424,0.49,0.2239,174
4945,29,0,7,23,0,5,1,1,0.78,0.7121,0.52,0.1045,116
4946,30,0,7,0,0,6,0,1,0.76,0.6970000000000001,0.55,0.19399999999999998,133
4947,30,0,7,1,0,6,0,1,0.76,0.6970000000000001,0.55,0.0896,90
4948,30,0,7,2,0,6,0,1,0.76,0.6970000000000001,0.55,0.1045,42
4949,30,0,7,3,0,6,0,1,0.74,0.6818,0.62,0.1642,43
4950,30,0,7,4,0,6,0,1,0.72,0.6818,0.66,0.1642,10
4951,30,0,7,5,0,6,0,1,0.72,0.6818,0.7,0.2836,13
4952,30,0,7,6,0,6,0,1,0.72,0.6818,0.7,0.2985,24
4953,30,0,7,7,0,6,0,1,0.76,0.7273,0.66,0.19399999999999998,42
4954,30,0,7,8,0,6,0,1,0.78,0.7424,0.59,0.2239,114
4955,30,0,7,9,0,6,0,1,0.82,0.7576,0.46,0.2985,174
4956,30,0,7,10,0,6,0,1,0.82,0.7424,0.41,0.2985,261
4957,30,0,7,11,0,6,0,1,0.84,0.7424,0.36,0.19399999999999998,317
4958,30,0,7,12,0,6,0,1,0.84,0.7273,0.32,0.1642,341
4959,30,0,7,13,0,6,0,1,0.88,0.7576,0.29,0.0,308
4960,30,0,7,14,0,6,0,1,0.9,0.7879,0.29,0.0,305
4961,30,0,7,15,0,6,0,1,0.9,0.8029999999999999,0.31,0.1343,302
4962,30,0,7,16,0,6,0,1,0.9,0.7879,0.27,0.2239,302
4963,30,0,7,17,0,6,0,1,0.9,0.7879,0.29,0.1045,302
4964,30,0,7,18,0,6,0,1,0.88,0.7576,0.28,0.19399999999999998,299
4965,30,0,7,19,0,6,0,1,0.74,0.6515,0.33,0.2239,256
4966,30,0,7,20,0,6,0,1,0.82,0.7424,0.43,0.1343,206
4967,30,0,7,21,0,6,0,1,0.8,0.7424,0.49,0.1642,205
4968,30,0,7,22,0,6,0,1,0.78,0.7121,0.52,0.1045,209
4969,30,0,7,23,0,6,0,1,0.76,0.6970000000000001,0.55,0.0896,177
4970,31,0,7,0,0,0,0,1,0.76,0.6970000000000001,0.55,0.0896,113
4971,31,0,7,1,0,0,0,1,0.74,0.6818,0.62,0.0896,79
4972,31,0,7,2,0,0,0,1,0.74,0.6970000000000001,0.66,0.0896,67
4973,31,0,7,3,0,0,0,1,0.74,0.6970000000000001,0.66,0.0,50
4974,31,0,7,4,0,0,0,1,0.72,0.6818,0.7,0.0,13
4975,31,0,7,5,0,0,0,1,0.72,0.6818,0.69,0.0,8
4976,31,0,7,6,0,0,0,1,0.74,0.6970000000000001,0.7,0.0,13
4977,31,0,7,7,0,0,0,1,0.74,0.6818,0.58,0.1343,45
4978,31,0,7,8,0,0,0,1,0.76,0.6970000000000001,0.55,0.2239,142
4979,31,0,7,9,0,0,0,1,0.8,0.7424,0.49,0.0,183
4980,31,0,7,10,0,0,0,1,0.84,0.7424,0.36,0.1642,254
4981,31,0,7,11,0,0,0,1,0.86,0.7424,0.28,0.1642,275
4982,31,0,7,12,0,0,0,1,0.9,0.7727,0.25,0.19399999999999998,338
4983,31,0,7,13,0,0,0,1,0.9,0.7727,0.24,0.1343,294
4984,31,0,7,14,0,0,0,1,0.9,0.7727,0.24,0.1642,326
4985,31,0,7,15,0,0,0,1,0.92,0.7727,0.18,0.2985,293
4986,31,0,7,16,0,0,0,1,0.92,0.7727,0.17,0.2836,306
4987,31,0,7,17,0,0,0,1,0.92,0.7727,0.16,0.1642,320
4988,31,0,7,18,0,0,0,1,0.86,0.7879,0.41,0.2836,304
4989,31,0,7,19,0,0,0,1,0.8,0.7576,0.55,0.3284,274
4990,31,0,7,20,0,0,0,1,0.8,0.7576,0.55,0.3284,275
4991,31,0,7,21,0,0,0,1,0.78,0.7424,0.59,0.2985,164
4992,31,0,7,22,0,0,0,1,0.74,0.6970000000000001,0.7,0.2985,96
4993,31,0,7,23,0,0,0,1,0.74,0.6970000000000001,0.66,0.2239,70
4994,1,0,8,0,0,1,1,1,0.72,0.6818,0.7,0.2239,29
4995,1,0,8,1,0,1,1,1,0.72,0.6970000000000001,0.74,0.19399999999999998,17
4996,1,0,8,2,0,1,1,1,0.7,0.6667,0.74,0.1045,11
4997,1,0,8,3,0,1,1,1,0.7,0.6667,0.79,0.1642,4
4998,1,0,8,4,0,1,1,1,0.66,0.6061,0.83,0.1343,4
4999,1,0,8,5,0,1,1,1,0.66,0.6061,0.83,0.1045,26
5000,1,0,8,6,0,1,1,1,0.66,0.6061,0.83,0.0896,100
5001,1,0,8,7,0,1,1,1,0.74,0.6818,0.62,0.0,282
5002,1,0,8,8,0,1,1,1,0.8,0.7273,0.43,0.19399999999999998,382
5003,1,0,8,9,0,1,1,1,0.82,0.7424,0.41,0.0,166
5004,1,0,8,10,0,1,1,1,0.86,0.7576,0.36,0.1642,97
5005,1,0,8,11,0,1,1,1,0.88,0.7727,0.32,0.1642,119
5006,1,0,8,12,0,1,1,1,0.9,0.8029999999999999,0.33,0.2537,168
5007,1,0,8,13,0,1,1,1,0.9,0.8029999999999999,0.31,0.2985,150
5008,1,0,8,14,0,1,1,1,0.92,0.8182,0.29,0.19399999999999998,123
5009,1,0,8,15,0,1,1,1,0.9,0.7879,0.27,0.0,129
5010,1,0,8,16,0,1,1,1,0.9,0.7879,0.27,0.0,231
5011,1,0,8,17,0,1,1,1,0.76,0.6818,0.45,0.2985,514
5012,1,0,8,18,0,1,1,1,0.78,0.6970000000000001,0.43,0.19399999999999998,543
5013,1,0,8,19,0,1,1,1,0.74,0.6667,0.51,0.2239,413
5014,1,0,8,20,0,1,1,1,0.72,0.6818,0.62,0.2239,305
5015,1,0,8,21,0,1,1,1,0.7,0.6515,0.7,0.2537,220
5016,1,0,8,22,0,1,1,1,0.7,0.6515,0.7,0.0896,137
5017,1,0,8,23,0,1,1,1,0.68,0.6364,0.74,0.19399999999999998,96
5018,2,0,8,0,0,2,1,1,0.66,0.6212,0.74,0.0,29
5019,2,0,8,1,0,2,1,1,0.66,0.6212,0.74,0.1045,12
5020,2,0,8,2,0,2,1,1,0.68,0.6364,0.69,0.0,8
5021,2,0,8,3,0,2,1,1,0.66,0.6212,0.74,0.19399999999999998,5
5022,2,0,8,4,0,2,1,1,0.66,0.6212,0.74,0.1045,10
5023,2,0,8,5,0,2,1,1,0.66,0.6212,0.74,0.1343,21
